"time","Low_M1","Low_M2","Low_M3","Low_M4","Low_F1","Low_F2","Low_F3","Low_F4","Births_Low","GFR_Low","Deaths_LowM1","MortRate_LowM1","Deaths_LowM2","MortRate_LowM2","Deaths_LowM3","MortRate_LowM3","Deaths_LowM4","MortRate_LowM4","Deaths_LowF1","MortRate_LowF1","Deaths_LowF2","MortRate_LowF2","Deaths_LowF3","MortRate_LowF3","Deaths_LowF4","MortRate_LowF4","Migrants_Low","MigRate_Low","EconOutput_Low","LowPop","IncomeShareBottomQuintile_Low","SmoothPoorIncome_Low","Inequality_Low","HealthCapitalExpenditures_Low","HealthServices_Low","FemaleAccessHealthFacility_Low","FemaleHealthAccess_Low","FemaleHealthAccess_PoorLow","GeneralHealthAccessQuality_Low","GeneralHealthAccess_RichLow","PoorGeneralHealthAccessQuality_Low","SmoothPoorGeneralHealth_Low","GovtExpendituresEducation_Low","EducationServices_Low","FemaleSecondaryEducation_Low","FemaleEduAttain_Low","Capital_Low","CO2EmissionPC_Low","CO2Emission_Low","NutritionConsumptionPC_Low","FishConsumption_Low","MeatConsumption_Low","CropConsumption_Low","FoodConsPC_Low","GeneralHealthAccess_PoorLow","Mid_M1","Mid_M2","Mid_M3","Mid_M4","Mid_F1","Mid_F2","Mid_F3","Mid_F4","Births_Mid","GFR_Mid","Deaths_MidM1","MortRate_MidM1","Deaths_MidM2","MortRate_MidM2","Deaths_MidM3","MortRate_MidM3","Deaths_MidM4","MortRate_MidM4","Deaths_MidF1","MortRate_MidF1","Deaths_MidF2","MortRate_MidF2","Deaths_MidF3","MortRate_MidF3","Deaths_MidF4","MortRate_MidF4","Migrants_Mid","MigRate_Mid","EconOutput_Mid","MidPop","IncomeShareBottomQuintile_Mid","SmoothPoorIncome_Mid","Inequality_Mid","HealthCapitalExpenditures_Mid","HealthServices_Mid","FemaleAccessHealthFacility_Mid","FemaleHealthAccess_Mid","FemaleHealthAccess_PoorMid","GeneralHealthAccessQuality_Mid","GeneralHealthAccess_RichMid","PoorGeneralHealthAccessQuality_Mid","SmoothPoorGeneralHealth_Mid","GovtExpendituresEducation_Mid","EducationServices_Mid","FemaleSecondaryEducation_Mid","FemaleEduAttain_Mid","Capital_Mid","CO2EmissionPC_Mid","CO2Emission_Mid","NutritionConsumptionPC_Mid","FishConsumption_Mid","MeatConsumption_Mid","CropConsumption_Mid","FoodConsPC_Mid","GeneralHealthAccess_PoorMid","High_M1","High_M2","High_M3","High_M4","High_F1","High_F2","High_F3","High_F4","Births_High","GFR_High","Deaths_HighM1","MortRate_HighM1","Deaths_HighM2","MortRate_HighM2","Deaths_HighM3","MortRate_HighM3","Deaths_HighM4","MortRate_HighM4","Deaths_HighF1","MortRate_HighF1","Deaths_HighF2","MortRate_HighF2","Deaths_HighF3","MortRate_HighF3","Deaths_HighF4","MortRate_HighF4","Migrants_High","MigRate_High","EconOutput_High","HighPop","IncomeShareBottomQuintile_High","SmoothPoorIncome_High","Inequality_High","HealthCapitalExpenditures_High","HealthServices_High","FemaleAccessHealthFacility_High","FemaleHealthAccess_High","FemaleHealthAccess_PoorHigh","GeneralHealthAccessQuality_High","GeneralHealthAccess_RichHigh","PoorGeneralHealthAccessQuality_High","SmoothPoorGeneralHealth_High","GovtExpendituresEducation_High","EducationServices_High","FemaleSecondaryEducation_High","FemaleEduAttain_High","Capital_High","CO2EmissionPC_High","CO2Emission_High","NutritionConsumptionPC_High","FishConsumption_High","MeatConsumption_High","CropConsumption_High","FoodConsPC_High","GeneralHealthAccess_PoorHigh","Fishstock","Livestock","Crops","CoalProduction","CoalReserves","OilProduction","OilReserves","GasProduction","GasReserves","CO2Conc","TempAnamoly","GrazeLand","Fisheries","CropLand","GlobalFishProduction","GlobalMeatProduction","GlobalCropProduction","GlobalMeatLoss","GlobalCropLoss","MunicipalWaterConsumption","SmoothMunicipalWaterConsumption","IndustrialWaterConsumption","SmoothIndustrialWaterConsumption","AgriculturalWaterConsumption","SmoothAgriculturalWaterConsumption","Freshwater"
2001,98412.772,97996.877,14126.607,6064.609,96705.143,100058,15837.428,7792.312,18170.60511,181.6007227,1586.557413,16.12145843,732.8951328,7.478760092,294.0184614,20.81309839,470.3265786,77.55266309,1411.983082,14.60090992,665.0245075,6.646390168,249.3105067,15.74185573,522.4609857,67.04826317,-264.31532,-0.000604849,1.01975e+11,436993.748,NA,5.737149028,0.05737149,172.2641563,222.5339421,NA,0.435422848,NA,NA,0.23837192,NA,0.200462243,NA,168.0310092,NA,0.066774286,145158,0.402802592,192732.1679,2122.666667,2225910,4121223,81814887,201.7466392,0.144459631,748299.126,1277546.558,235182.372,122678.008,700572.778,1235014.278,238800.186,148885.32,101393.2609,82.09885722,4470.887679,5.974733263,3833.880319,3.000971115,3713.471158,15.78975127,8089.194561,65.93842444,3962.091549,5.655503144,2560.282019,2.073078882,2472.697872,10.35467314,8355.722938,56.12187244,-3097.39376,-0.000658043,5.92624e+12,4706978.626,NA,5.620428253,0.056204283,7758.834412,7932.04614,NA,0.722758788,NA,NA,0.469485624,NA,0.436109344,NA,5576.401174,NA,0.201638673,492177,2.312147958,10636405.92,2574.067416,84569241,121923430,1928084691,453.4920448,0.261930398,105081.549,277617.48,87196.926,61584.388,99676.964,268114.717,90417.696,87439.003,13310.4896,49.6447556,88.51892,0.84238309,485.233771,1.747850211,862.7596119,9.894381046,3287.720595,53.38561771,67.00665857,0.672238157,225.389481,0.840645689,462.5350162,5.115536412,3733.928735,42.70324005,3346.72304,0.003107078,2.73174e+13,1077128.723,NA,6.728820136,0.067288201,88071.05434,99604.03837,NA,0.987691577,NA,NA,0.768605025,NA,0.748959737,NA,35650.80366,NA,0.31096619,364873,11.81309501,13261794.97,3125.696429,36130288,102602086,966066535,1025.688839,0.404769292,98374672,226425756,1980538852,4942.233154,97395.76876,27394.10019,2155853.122,2464.455142,6881428.826,370.41,0.54,3415960400,2956760150,1536487910,122952876,230299771,3179158915,812043,192367819,NA,394.3491484,NA,797.3041138,NA,2634.933091,38953.41365
2002,101114.787,100946.453,14443.614,6267.323,99371.841,102987.214,16159.214,8019.803,18502.96167,179.6627072,1570.31337,15.5300072,742.765629,7.358016126,298.0236771,20.63359469,480.1797929,76.61641068,1395.231297,14.04050969,675.2853013,6.556981931,252.3546533,15.61676535,532.9807286,66.4580824,-214.41496,-0.000477209,1.10064e+11,449310.249,NA,5.87297873,0.058729787,197.5868641,243.0024313,NA,0.446168095,NA,NA,0.24285874,NA,0.204684547,NA,173.2362891,NA,0.068691429,148879,0.364133503,179068.0947,2142.62963,2231178,4327968,86836596,207.8647042,0.144982766,744847.761,1299183.501,243342.314,126661.92,696064.911,1256046.037,246944.289,153210.859,100896.8533,80.32894526,4342.920693,5.830615221,3873.938763,2.981825708,3759.188418,15.44814938,8253.650095,65.16283738,3843.707803,5.522053679,2574.832395,2.049950654,2497.76219,10.1146789,8511.687858,55.55538239,-3298.51048,-0.000692048,6.04351e+12,4766301.592,NA,5.566561283,0.055665613,8496.815514,9659.626505,NA,0.735499643,NA,NA,0.475877808,NA,0.442060557,NA,5803.530419,NA,0.206741479,486124,2.384225685,11106833.3,2594.191011,87225803,126999702,1946062968,453.2420854,0.263318288,104562.479,278580.037,89057.455,63001.1,99197.436,268784.144,92284.948,88701.547,13272.05655,49.37812311,83.81256,0.801554829,481.3895248,1.728011562,860.9223095,9.667043703,3313.928094,52.6011148,63.49248286,0.640061734,223.8727048,0.832908896,461.158401,4.997113949,3766.366896,42.46111848,3495.79572,0.003224401,2.84726e+13,1084169.146,NA,6.726355934,0.067263559,96269.45635,103980.7303,NA,0.988271607,NA,NA,0.774787882,NA,0.754967422,NA,36742.53537,NA,0.316791555,371822,11.79888063,13336269.19,3130.482143,35865520,104322161,911445486,969.989942,0.406479087,99944884,233645317,2022998654,4984.687569,92411.08119,27276.35276,2128576.77,2520.065774,6878908.76,372.41,0.6,3407710100,2957021850,1532929160,125340313,237390964,3147717803,843995,193196581,NA,402.7195642,NA,806.7723745,NA,2653.86446,38916.6436
2003,103849.43,104051.137,14785.842,6470.505,102056.709,106067.24,16506.692,8246.827,18835.31823,177.579036,1551.949556,14.94422797,750.6368944,7.214115252,302.0288929,20.42689844,490.0330071,75.73334804,1376.537134,13.48796318,683.3030593,6.442168754,255.3988,15.4724399,543.5004714,65.90419217,-164.5146,-0.000356066,1.20486e+11,462034.382,NA,6.014390903,0.060143909,272.8279109,265.3535955,NA,0.456913342,NA,NA,0.247345561,NA,0.208906851,NA,179.9139225,NA,0.070608571,155517,0.396311343,200330.8731,2154.296296,2545664,4483085,89970945,209.9404239,0.145490519,740261.766,1321016.952,252578.264,130531.742,690345.114,1277165.34,256131.937,157555.458,100498.7473,78.68890908,4214.953707,5.693869251,3913.997207,2.962866753,3804.905679,15.06426411,8418.105629,64.49087019,3725.324057,5.39632132,2589.382771,2.027445226,2522.826507,9.849714708,8667.652779,55.01334507,-3499.6272,-0.000725223,6.84005e+12,4825586.573,NA,5.524944735,0.055249447,10785.13147,11763.46967,NA,0.748240498,NA,NA,0.482269991,NA,0.44801177,NA,6036.48553,NA,0.211844285,474124,2.575862021,12148943.74,2612.505618,86808354,132571514,1984733923,456.7556208,0.264683589,104130.83,279550.396,90943.143,64420.897,98787.069,269362.864,94169.632,89995.89,13233.62351,49.12935403,79.1062,0.759680875,477.5452786,1.708261857,859.0850071,9.446396713,3340.135593,51.84863528,59.97830714,0.60714735,222.3559286,0.825488433,459.7817857,4.882484682,3798.805057,42.21087271,3644.8684,0.003339747,3.19221e+13,1091360.721,NA,6.727805339,0.067278053,108663.9438,108549.738,NA,0.988851637,NA,NA,0.780970739,NA,0.760975107,NA,37863.31906,NA,0.322616919,378293,11.9022751,13544231.82,3124.910714,34940340,104132407,964936335,1011.589533,0.408175971,102396292,239471175,2061950821,5338.983386,87072.0978,28363.23903,2100213.531,2613.28735,6876295.473,374.96,0.61,3387536400,2957072550,1540780240,124319499,242899925,3244401978,866918,196765803,NA,411.113979,NA,816.7588525,NA,2672.726648,38879.40052
2004,106616.24,107252.985,15155.354,6675.999,104755.772,109269.256,16890.215,8478.528,19167.67479,175.4169058,1531.448468,14.36412002,756.3016536,7.051567409,306.0341086,20.19313495,499.8862214,74.87811508,1355.891921,12.94336241,688.8217167,6.303893171,258.4429467,15.30134144,554.0202143,65.34391516,-252.5506,-0.00053158,1.37421e+11,475094.349,NA,6.157982886,0.061579829,287.2631488,289.7606013,NA,0.467658589,NA,NA,0.251832381,NA,0.213129155,NA,188.4605924,NA,0.072525714,160858,0.387938287,201584.735,2176.666667,2702197,4626234,91747314,208.5390938,0.145983559,736016.352,1342317.167,262382.922,134048.199,685072.615,1297553.83,265936.452,161621.151,100217.8207,77.23596381,4086.986721,5.552847719,3954.055651,2.94569402,3850.622939,14.67558525,8582.561162,64.02593415,3606.940311,5.265048161,2603.933148,2.006801635,2547.890825,9.580825816,8823.617699,54.59444908,-3574.30464,-0.000731697,8.12546e+12,4884948.688,NA,5.496570204,0.054965702,13779.68489,14325.52477,NA,0.760981353,NA,NA,0.488662174,NA,0.453962983,NA,6274.893677,NA,0.216947092,484238,2.747176755,13115633.28,2639.044944,93504606,136354245,2082181212,473.2987408,0.266026847,103690.346,280596.193,92966.715,65826.536,98372.287,269902.1,96158.809,91332.341,13195.19046,48.8888025,74.39984,0.71751945,473.7010324,1.688194795,857.2477048,9.221017487,3366.343092,51.13960564,56.46413143,0.573984129,220.8391524,0.818219467,458.4051705,4.767167722,3831.243218,41.94837421,3812.352,0.003469416,3.55322e+13,1098845.327,NA,6.732589051,0.067325891,115217.6028,113319.5121,NA,0.989431667,NA,NA,0.787153596,NA,0.766982792,NA,39012.47234,NA,0.328442283,379519,12.037656,13794815.2,3137.821429,35702421,105013264,1075452775,1106.76947,0.409860091,106092586,243019111,2098811912,5748.570514,81323.52729,29565.21516,2070648.315,2699.547449,6873595.925,376.78,0.58,3392288200,2957060050,1546707160,131933512,247762328,3462236626,953272,200468141,NA,419.535026,NA,827.2652479,NA,2691.579105,38841.62062
2005,109401.725,110525.208,15554.097,6884.804,107460.702,112581.242,17314.361,8718.754,19500.03134,173.2085292,1508.792601,13.7913054,759.5526313,6.872211734,310.0393243,19.93296842,509.7394357,74.03833656,1333.286987,12.40720526,691.585209,6.142987914,261.4870933,15.10232421,564.5399571,64.75007291,-340.5866,-0.000697293,1.58863e+11,488440.893,6.300352017,6.300352017,0.06300352,433.3154738,316.4125435,0.439882353,0.478403836,0.24837931,0.258322581,0.256319201,0.218451613,0.217351459,NA,199.3671205,0.072391304,0.074442857,154832,0.392132958,209466.6921,2193.259259,2722758,4858710,97564541,215.2686446,0.146462517,732981.984,1362642.874,272421.417,137123.297,681205.948,1316761.192,276066.68,165282.412,100072.9512,75.99931695,3959.019736,5.401251084,3994.114096,2.931152521,3896.3402,14.30262071,8747.016696,63.78942811,3488.556566,5.121148128,2618.483524,1.988578901,2572.955142,9.320049571,8979.58262,54.32872446,-3648.98208,-0.00073799,9.68551e+12,4944485.804,5.482429286,5.482429286,0.054824293,17132.86069,17445.58924,0.787756098,0.773722209,0.59135443,0.491415094,0.495054358,0.457801887,0.459914196,NA,6518.336727,0.219462857,0.222049898,491919,2.897139121,13998889.62,2659.157303,96560330,140991891,2143177457,481.4918623,0.267348592,103219.349,281726.757,95178.642,67213.995,97938.551,270413.838,98285.575,92725.173,13156.75742,48.65415732,69.69348,0.675197826,469.8567862,1.667774801,855.4104024,8.987419703,3392.550591,50.47387216,52.94995571,0.540644671,219.3223762,0.811061955,457.0285552,4.650006425,3863.681379,41.66809566,3979.8356,0.003596123,3.75749e+13,1106701.88,6.740127772,6.740127772,0.067401278,119895.1911,118298.8744,0.990079048,0.990011697,0.955,0.799689655,0.793336453,0.782172414,0.772990476,NA,40189.18523,0.335364706,0.334267647,380747,11.97119362,13816625.35,3151.053571,34712734,106102050,1018366995,1047.420087,0.41153159,108625306,248556505,2140619370,6103.240639,75220.28665,29884.63433,2040763.681,2764.900362,6870831.025,378.81,0.66,3386195500,2957262250,1554216620,134003457,253775344,3473300863,990573,202789979,NA,427.9853383,NA,838.2932609,NA,2710.481279,38803.24012
2006,112379.633,113670.247,15947.405,7143.18,110366.248,115798.794,17733.097,9020.794,19832.3879,171.2659279,1483.964452,13.20492346,760.1825523,6.68761239,314.04454,19.69251674,519.59265,72.73968317,1308.713658,11.85791564,691.3374715,5.970161239,264.53124,14.91737399,575.0597,63.74823547,-428.6226,-0.000853729,1.77932e+11,502059.398,NA,6.438095634,0.064380956,465.8895267,345.5159095,NA,0.489149083,NA,NA,0.260806021,NA,0.221573763,NA,213.2326761,NA,0.07636,155061,0.395533282,217201.3582,2214.296296,2627190,4895749,102221345,218.5882476,0.146927987,732211.391,1381224.631,281568.567,140593.912,679398.88,1334624.211,285544.329,169054.761,100083.0167,74.9896607,3831.05275,5.232167646,4034.17254,2.920721546,3942.05746,14.00034635,8911.47223,63.38448161,3370.17282,4.960521601,2633.0339,1.972865379,2598.01946,9.098480327,9135.54754,54.03898409,-3723.65952,-0.000744104,1.15206e+13,5004220.682,NA,5.483513576,0.054835136,22135.3263,21245.19616,NA,0.786463064,NA,NA,0.501446541,NA,0.465865409,NA,6766.353239,NA,0.227152704,497394,3.052334517,14924184.44,2685.175824,97705085,147593520,2229827285,494.6076617,0.268649336,103009.266,282782.976,97286.393,68779.595,97767.598,270824.551,100380.655,94165.014,13118.32437,48.4384607,64.98712,0.630886157,466.01254,1.647951184,853.5731,8.773817938,3418.75809,49.70599333,49.43578,0.505645848,217.8056,0.804231371,455.65194,4.539240554,3896.11954,41.37544694,4147.3192,0.003719582,3.96547e+13,1114996.048,NA,6.749842202,0.067498422,130667.5288,123497.0344,NA,0.990591726,NA,NA,0.79951931,NA,0.778998161,NA,41392.51853,NA,0.340093011,390050,11.91169817,13852212.46,3158.625,34386861,107256651,947800624,977.0834058,0.41319061,112885968,256208436,2201737470,6436.562122,68783.72453,30100.76949,2010662.912,2866.538617,6867964.486,380.93,0.61,3380744850,2957813650,1543801800,134725383,260843312,3491493519,1096811,211646623,NA,436.4675491,NA,849.8445918,NA,2729.492622,38764.19524
2007,115358.801,116899.995,16388.718,7397.197,113248.837,119147.602,18208.178,9328.137,20164.74446,169.2417146,1456.946517,12.62969539,757.9841411,6.484039123,318.0497557,19.40662813,529.4458643,71.57384943,1282.163264,11.32164619,687.8224395,5.772860116,267.5753867,14.69534111,585.5794429,62.77560491,-516.6586,-0.00100132,2.12962e+11,515977.465,NA,6.567811076,0.065678111,425.8838663,377.2961791,NA,0.49989433,NA,NA,0.265292842,NA,0.225796068,NA,230.7757472,NA,0.078277143,155107,0.391635458,221083.798,2241.185185,2772785,5041185,102882731,214.5378597,0.147380531,732132.255,1399190.343,291020.866,143743.112,678535.135,1351637.575,295412.094,172528.526,100266.8952,74.18179033,3703.085764,5.057946483,4074.230984,2.911848988,3987.77472,13.70271065,9075.927764,63.13991424,3251.789074,4.792366536,2647.584276,1.95879748,2623.083778,8.879405518,9291.51246,53.85493446,-3798.33696,-0.000750037,1.42975e+13,5064199.906,NA,5.500814671,0.055008147,29134.45808,25872.34824,NA,0.799203919,NA,NA,0.507838724,NA,0.471816622,NA,7018.441198,NA,0.23225551,510364,3.169696132,15679070.18,2707.285714,101173587,154685335,2291109418,502.9359795,0.269929577,102782.416,283938.834,99569.377,70296.074,97591.801,271239.897,102609.496,95607.66,13079.89132,48.22259361,60.28076,0.586489035,462.1682938,1.627703711,851.7357976,8.554194304,3444.965589,49.00651477,45.92160429,0.47054777,216.2888238,0.797407853,454.2753248,4.427224989,3928.557701,41.09040741,4314.8028,0.003840038,4.33382e+13,1123635.555,NA,6.76115304,0.06761153,151867.5794,128923.6063,NA,0.991171756,NA,NA,0.805702168,NA,0.785005846,NA,42621.40336,NA,0.345918375,364607,11.88297064,13928700.49,3172.142857,33999543,110001671,1034206389,1048.567392,0.414837289,117342574,265985702,2249687161,6688.159092,62095.56544,30050.38337,1980612.528,2941.323294,6865023.163,382.67,0.61,3377154270,2957834750,1545769320,137949933,271067209,3649015247,1338428,220819052,NA,444.9842915,NA,861.9209406,NA,2748.672584,38724.42218
2008,118337.63,120256.082,16872.666,7645.693,116116.452,122641.177,18727.678,9640.166,20497.10101,167.1306613,1427.721294,12.0648123,752.7501225,6.259559683,322.0549714,19.08737904,539.2990786,70.53632399,1253.627132,10.79629208,680.7840485,5.551023442,270.6195333,14.45024489,596.0991857,61.83495032,-604.6946,-0.001140422,2.56131e+11,530237.544,NA,6.68609568,0.066860957,561.5529019,411.9995719,NA,0.510639577,NA,NA,0.269779662,NA,0.230018372,NA,252.8375464,NA,0.080194286,167309,0.40195478,233225.8641,2262.703704,2697183,5294572,104049444,211.3037831,0.14782068,732949.882,1416212.952,300812.371,146743.086,678734.161,1367525.765,305658.02,175916.144,100643.4644,73.59529666,3575.118779,4.877712469,4114.289429,2.905134728,4033.491981,13.4086639,9240.383298,62.96980355,3133.405329,4.616542836,2662.134652,1.946679705,2648.148095,8.663761204,9447.477381,53.70443648,-3873.0144,-0.000755776,1.71697e+13,5124552.381,NA,5.535324165,0.055353242,38235.43532,31507.28278,NA,0.811944774,NA,NA,0.514230907,NA,0.477767835,NA,7274.061482,NA,0.237358316,491431,3.331870179,16673026.85,2716.43956,104655931,160755936,2448209726,529.5333897,0.271189795,102557.466,285033.916,101923.941,71846.351,97420.631,271562.117,104870.561,97131.763,13041.45828,48.02384965,55.5744,0.541885464,458.3240476,1.6079632,849.8984952,8.338556054,3471.173088,48.31383974,42.40742857,0.435302339,214.7720476,0.79087632,452.8987095,4.318644863,3960.995862,40.77961461,4482.2864,0.003958404,4.60304e+13,1132346.746,NA,6.773480987,0.06773481,166335.0717,134588.6267,NA,0.991751786,NA,NA,0.811885025,NA,0.791013531,NA,43874.6419,NA,0.351743739,366533,11.65239601,13772700.73,3174.232143,32752879,111460908,1080131291,1081.245725,0.416471765,120440163,273487540,2345914829,6951.254957,55144.31048,30319.62009,1950292.908,3045.439686,6861977.724,384.78,0.54,3369806280,2979383850,1550169240,140122691,278880966,3869971973,1368917,235741548,NA,453.5381986,NA,874.5240076,NA,2768.080614,38683.85718
2009,121311.408,123801.031,17390.006,7888.294,118974.433,126305.914,19273.595,9955.592,20829.45757,164.9127655,1396.271278,11.50981017,744.2732212,6.011849943,326.0601871,18.74986053,549.1522929,69.61610367,1223.096589,10.28033131,669.9662338,5.304314046,273.66368,14.19889128,606.6189286,60.93248182,-569.69948,-0.001045511,2.71567e+11,544900.273,NA,6.789546786,0.067895468,579.3483975,449.8949543,NA,0.521384824,NA,NA,0.274266482,NA,0.234240676,NA,280.3714348,NA,0.082111429,170034,0.387771546,231178.8968,2285.666667,2883161,5392219,111932635,220.6055327,0.148248936,734594.933,1432046.381,311147.27,149810.379,679765.9,1382147.538,316388.438,179523.416,101231.6021,73.24225476,3447.151793,4.692588579,4154.347873,2.900986957,4079.209241,13.11022025,9404.838831,62.77828609,3015.021583,4.435382214,2676.685029,1.9366131,2673.212413,8.449146972,9603.442301,53.49409295,-3646.84528,-0.000703288,1.67556e+13,5185424.255,NA,5.588033654,0.055880337,44689.94256,38369.49238,NA,0.82468563,NA,NA,0.520623091,NA,0.483719048,NA,7532.64202,NA,0.242461122,511797,3.37538082,17088221.52,2728.604396,108089756,166581164,2457706357,526.9341799,0.272430457,102346.878,285864.072,104198.727,73552.468,97252.645,271669.967,107011.378,98859.029,13003.02523,47.8633151,50.86804,0.49701604,454.4798014,1.589845825,848.0611929,8.138882473,3497.380587,47.54946615,38.89325286,0.399919744,213.2552714,0.784979193,451.5220943,4.219383983,3993.434023,40.39523818,4221.597,0.003700704,4.31407e+13,1140755.164,NA,6.786246745,0.067862467,151579.7858,140502.5732,NA,0.992331816,NA,NA,0.818067882,NA,0.797021215,NA,45150.90928,NA,0.357569103,371984,10.96010248,13051190.4,3170.642857,31951847,110324695,1064593507,1057.957121,0.418094172,123541314,277668356,2307194977,7066.146211,48078.16427,29668.75627,1920624.152,2952.762996,6859024.961,386.28,0.64,3324035410,2979314150,1549201230,142943648,283696642,3863919829,1397861,231531417,NA,462.1319036,NA,887.6554929,NA,2787.776163,38642.43644
2010,124280.21,127573.417,17933.496,8127.09,121823.518,130159.507,19835.029,10275.2,21161.81413,162.5836992,1362.578966,10.96376459,732.3461617,5.740585923,330.0654029,18.40496704,559.0055071,68.7829847,1190.562964,9.77284997,655.1129307,5.033154672,276.7078267,13.95046242,617.1386714,60.06098873,-534.70436,-0.000954816,2.92816e+11,560007.467,NA,6.87476173,0.068747617,544.4222716,491.2759228,0.551086957,0.532130071,0.34715,0.277709677,0.278753303,0.238032258,0.23846298,NA,314.409801,0.090134783,0.084028571,176340,0.387171698,237055.4303,2305.814815,2922451,5624851,121166579,231.6288418,0.148665776,736958.508,1446573.978,322158.759,153092.194,681449.493,1395429.653,327656.327,183562.669,102050.1862,73.13173117,3319.184807,4.503896449,4194.406317,2.899544981,4124.926502,12.80401785,9569.294365,62.50674261,2896.637837,4.2507007,2691.235405,1.928607006,2698.27673,8.23508203,9759.407222,53.16662301,-3420.67616,-0.000651945,2.04586e+13,5246881.581,NA,5.659934734,0.056599347,55552.25382,46726.27453,0.841530994,0.837426485,0.641569412,0.52540566,0.527015274,0.490764151,0.489670261,NA,7793.582589,0.250785714,0.247563928,501915,3.551377071,18189470.87,2742.956044,110757976,173024795,2489022839,528.467351,0.273652013,102129.929,286311.651,106299.109,75489.581,97061.5,271497.64,108928.85,100874.125,12964.59219,47.75213585,46.16168,0.451989739,450.6355552,1.573933697,846.2238905,7.960780654,3523.588086,46.67648223,35.37907714,0.364501652,211.7384952,0.77989074,450.145479,4.132472518,4025.872184,39.90985978,3960.9076,0.003448488,4.52068e+13,1148592.385,NA,6.798871013,0.06798871,150309.2729,146676.3839,0.991055208,0.992911846,0.964,0.825672414,0.824250739,0.808172414,0.8030289,NA,46448.75682,0.356913725,0.363394468,360193,11.26903541,13509175.77,3171.928571,31411974,111819779,1031337474,1022.616241,0.419704645,127079003,285074108,2401472935,7479.05994,40599.10433,30413.68841,1890210.464,3169.316116,6855855.644,388.56,0.7,3321977040,2979110550,1547464790,145110896,291449191,3885817681,979086,244292857,472,470.7680395,908,901.3170968,2817,2807.818681,38600.09618
2011,127334.321,131539.653,18425.864,8393.346,124765.343,134121.209,20370.137,10622.648,21494.17069,160.2592971,1326.626853,10.41845469,716.7616689,5.449015963,334.0706186,18.13052666,568.8587214,67.77496381,1156.017585,9.265534461,635.9680748,4.741741291,279.7519733,13.73343603,627.6584143,59.08681284,-499.70924,-0.000868195,3.29341e+11,575572.521,NA,6.938337853,0.069383379,621.1556495,536.4630788,NA,0.542875318,NA,NA,0.283240123,NA,0.242685284,347.6120186,355.9985172,NA,0.085945714,188178,0.352098092,221295.2928,2317.666667,2994228,5851425,118907699,221.9587408,0.14907165,740344.175,1459900.244,332752.126,157303.709,684320.316,1407366.689,338711.783,188275.359,103118.0946,73.2702397,3191.217821,4.310451719,4234.464761,2.900516511,4170.643762,12.53378547,9733.749899,61.8787056,2778.254091,4.059873756,2705.785781,1.922587626,2723.341048,8.040290255,9915.372142,52.66420521,-3194.50704,-0.000601718,2.41789e+13,5308974.401,NA,5.752019,0.05752019,62828.85497,56903.14353,NA,0.85016734,NA,NA,0.533407457,NA,0.495621474,7297.522513,8056.260173,NA,0.252666734,504167,3.797441545,19677764.73,2761.120879,117930191,176423332,2636900090,552.1318039,0.274854903,102059.187,286379.817,107957.619,77700.135,97029.793,271182.359,110472.561,102965.824,12926.15914,47.66592926,41.45532,0.406189009,446.791309,1.560135465,844.3865881,7.821463607,3549.795585,45.68583549,31.86490143,0.328403271,210.221719,0.775204257,448.7688638,4.062265415,4058.310345,39.41414915,3700.2182,0.003201581,4.87797e+13,1155747.295,NA,6.810774491,0.068107745,156439.838,153121.4774,NA,0.993491876,NA,NA,0.830433596,NA,0.809036585,47088.03289,47766.61658,NA,0.369219832,360375,11.02889626,13285754.11,3182.357143,31854032,112532389,1041710208,1026.25949,0.421303314,129638665,289474594,2456536697,7975.35313,32623.7512,30669.86244,1859540.601,3269.017768,6852586.627,390.44,0.58,3319783890,2979076950,1560438670,152778451,295699152,4050398016,892006,252880015,NA,479.4492396,NA,915.5105195,NA,2828.267617,38556.77262
